categpry,vtype,priority,rank,project,origin commit,buggy commit,buggy path,buggy start,buggy end,fixer,fixer path,method,field,resolution,life_time,mark-all,mark-human,final_label,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,location_count,method_count,file_count
DODGY_CODE,DLS_DEAD_LOCAL_STORE,3,20,maven-dependency-plugin,dd7cb79d008243297f7b6d60904c078c286118b9,2ad60e0b8cde94b21ebbc172a75e635a79fbfadf,src/main/java/org/apache/maven/plugin/dependency/utils/translators/ClassifierTypeTranslator.java,54,54,,,translate(Ljava/util/Set;Lorg/apache/maven/plugin/logging/Log;)Ljava/util/Set;,NO_FIELD,unfixed,102,FP,,FP,Public Constructor,org.apache.maven.plugin.dependency.utils.translators.ClassifierTypeTranslator.ClassifierTypeTranslator,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,0,5,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,1,1,1,1,4,32,36
CORRECTNESS,NP_UNWRITTEN_FIELD,2,8,maven-dependency-plugin,dd7cb79d008243297f7b6d60904c078c286118b9,2ad60e0b8cde94b21ebbc172a75e635a79fbfadf,src/main/java/org/apache/maven/plugin/dependency/utils/translators/ClassifierTypeTranslator.java,62,62,,,translate(Ljava/util/Set;Lorg/apache/maven/plugin/logging/Log;)Ljava/util/Set;,factory,unfixed,102,FP,,FP,Public Constructor,org.apache.maven.plugin.dependency.utils.translators.ClassifierTypeTranslator.ClassifierTypeTranslator,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,0,5,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,1,1,1,1,28,32,36
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/AbstractDependencyMojo.java,253,253,,,unpack(Lorg/apache/maven/artifact/Artifact;Ljava/lang/String;Ljava/io/File;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;[Lorg/codehaus/plexus/components/io/filemappers/FileMapper;)V,NO_FIELD,unfixed,276,FP,,FP,Protected Method,org.apache.maven.plugins.dependency.AbstractDependencyMojo.unpack,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,98,14,69,7,38,15,23,162,2,24,34,4,30,11,11,13,1,4,-1,-1,-1,-1,0,-1,3,0,-1,-1,0.22,11,11,13,1,20,41,93
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/AbstractDependencyMojo.java,276,276,,,unpack(Lorg/apache/maven/artifact/Artifact;Ljava/lang/String;Ljava/io/File;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;[Lorg/codehaus/plexus/components/io/filemappers/FileMapper;)V,archiverManager,unfixed,276,FP,,FP,Protected Method,org.apache.maven.plugins.dependency.AbstractDependencyMojo.unpack,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,98,14,69,7,38,15,23,162,2,24,34,4,30,11,11,13,1,4,-1,-1,-1,-1,0,-1,3,0,-1,-1,0.22,11,11,13,1,21,41,93
DODGY_CODE,REC_CATCH_EXCEPTION,3,20,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/AbstractDependencyMojo.java,343,343,,,silenceUnarchiver(Lorg/codehaus/plexus/archiver/UnArchiver;)V,NO_FIELD,unfixed,276,FP,,FP,Private Method,org.apache.maven.plugins.dependency.AbstractDependencyMojo.silenceUnarchiver,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,16,2,12,2,5,2,5,2,0,3,5,2,3,2,2,2,1,1,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.17,2,2,2,1,40,46,93
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/AbstractDependencyMojo.java,343,343,,,silenceUnarchiver(Lorg/codehaus/plexus/archiver/UnArchiver;)V,NO_FIELD,unfixed,276,FP,,FP,Private Method,org.apache.maven.plugins.dependency.AbstractDependencyMojo.silenceUnarchiver,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,16,2,12,2,5,2,5,2,0,3,5,2,3,2,2,2,1,1,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.17,2,2,2,1,40,46,93
PERFORMANCE,URF_UNREAD_FIELD,2,18,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/GetMojo.java,120,120,,,NO_METHOD,packaging,unfixed,276,FP,,FP,Public Class,org.apache.maven.plugins.dependency.GetMojo,2,2,2,1,17,1,14,2,1,0,0,0,-1,0,1,-1,-1,-1,10,17,10,10,1,2,1,6,-1,288,41,181,65,77,66,-1,-1,-1,70,97,43,54,-1,-1,-1,-1,-1,12,12,14,1,-1,2,2,-1,90,87,0.36,25,25,27,10,23,23,23
PERFORMANCE,URF_UNREAD_FIELD,2,18,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/ListClassesMojo.java,124,124,,,NO_METHOD,packaging,unfixed,276,FP,,FP,Public Class,org.apache.maven.plugins.dependency.ListClassesMojo,3,3,4,1,27,3,23,1,1,0,0,0,-1,0,1,-1,-1,-1,6,17,6,6,0,4,1,1,-1,266,41,180,70,81,45,-1,-1,-1,69,96,46,50,-1,-1,-1,-1,-1,9,9,10,3,-1,2,3,-1,88,79,0.25,23,23,25,8,21,21,33
DODGY_CODE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,18,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/ListClassesMojo.java,220,220,,,makeBuildingRequest()Lorg/apache/maven/project/ProjectBuildingRequest;,artifact,unfixed,276,FP,,FP,Private Method,org.apache.maven.plugins.dependency.ListClassesMojo.makeBuildingRequest,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,62,8,53,10,31,1,19,108,2,20,30,8,22,9,9,10,1,0,-1,-1,-1,-1,0,-1,2,0,-1,-1,0.02,9,9,10,1,12,12,33
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/analyze/AbstractAnalyzeMojo.java,273,273,,,createProjectDependencyAnalyzer()Lorg/apache/maven/shared/dependency/analyzer/ProjectDependencyAnalyzer;,context,unfixed,276,FP,,FP,Protected Method,org.apache.maven.plugins.dependency.analyze.AbstractAnalyzeMojo.createProjectDependencyAnalyzer,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,23,3,16,5,8,4,3,2,0,5,7,4,3,2,2,2,1,1,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.25,2,2,2,1,14,15,15
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/analyze/AnalyzeDepMgt.java,154,154,,,checkDependencyManagement()Z,project,unfixed,276,FP,,FP,Private Method,org.apache.maven.plugins.dependency.analyze.AnalyzeDepMgt.checkDependencyManagement,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,75,10,52,11,32,13,23,66,2,22,33,13,20,8,8,9,1,1,-1,-1,-1,-1,0,-1,2,0,-1,-1,0.25,8,8,9,1,21,23,23
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,164,164,,,getProcessedArtifactItems(Lorg/apache/maven/plugins/dependency/fromConfiguration/ProcessArtifactItemsRequest;)Ljava/util/List;,NO_FIELD,unfixed,276,FP,,FP,Protected Method,org.apache.maven.plugins.dependency.fromConfiguration.AbstractFromConfigurationMojo.getProcessedArtifactItems,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,60,9,41,6,23,10,24,34,2,12,20,4,16,7,7,8,1,1,-1,-1,-1,-1,0,-1,2,0,-1,-1,0.24,7,7,8,1,22,23,23
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/fromConfiguration/ArtifactItem.java,414,414,,,setFileMappers([Lorg/codehaus/plexus/components/io/filemappers/FileMapper;)V,fileMappers,unfixed,276,FP,,FP,Public Constructor,org.apache.maven.plugins.dependency.fromConfiguration.ArtifactItem.ArtifactItem,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,12,0,9,1,6,3,12,1,0,6,7,1,6,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,0.33,1,1,1,1,21,21,42
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/fromConfiguration/ArtifactItem.java,403,403,,,getFileMappers()[Lorg/codehaus/plexus/components/io/filemappers/FileMapper;,fileMappers,unfixed,276,FP,,FP,Public Constructor,org.apache.maven.plugins.dependency.fromConfiguration.ArtifactItem.ArtifactItem,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,12,0,9,1,6,3,12,1,0,6,7,1,6,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,0.33,1,1,1,1,21,21,42
DODGY_CODE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,18,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/fromConfiguration/CopyMojo.java,83,83,,,NO_METHOD,useJvmChmod,unfixed,276,FP,,FP,Public Class,org.apache.maven.plugins.dependency.fromConfiguration.CopyMojo,1,1,1,1,10,0,6,3,1,4,4,0,-1,0,0,-1,-1,-1,8,7,8,47,0,0,3,5,-1,154,17,74,34,24,64,-1,-1,-1,20,32,20,12,-1,-1,-1,-1,-1,3,3,3,1,-1,4,2,-1,78,78,0.86,10,10,10,8,23,24,24
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/fromConfiguration/UnpackMojo.java,243,243,,,setFileMappers([Lorg/codehaus/plexus/components/io/filemappers/FileMapper;)V,fileMappers,unfixed,276,FP,,FP,Public Method,org.apache.maven.plugins.dependency.fromConfiguration.ArtifactItem.setFileMappers,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,0,4,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1.5,1,1,1,1,21,21,42
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/fromConfiguration/UnpackMojo.java,232,232,,,getFileMappers()[Lorg/codehaus/plexus/components/io/filemappers/FileMapper;,fileMappers,unfixed,276,FP,,FP,Public Method,org.apache.maven.plugins.dependency.fromConfiguration.ArtifactItem.getFileMappers,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,10,0,4,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1.5,1,1,1,1,21,21,42
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/fromDependencies/BuildClasspathMojo.java,338,338,,,storeClasspathFile(Ljava/lang/String;Ljava/io/File;)V,NO_FIELD,unfixed,276,FP,,FP,Private Method,org.apache.maven.plugins.dependency.fromDependencies.BuildClasspathMojo.storeClasspathFile,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,23,1,15,2,7,7,6,2,0,4,6,1,5,2,2,2,1,1,-1,-1,-1,-1,0,-1,1,0,-1,-1,0.47,2,2,2,1,23,28,81
CORRECTNESS,NP_NULL_PARAM_DEREF,2,8,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/fromDependencies/BuildClasspathMojo.java,199,199,,,doExecute()V,NO_FIELD,unfixed,276,FP,,FP,Protected Abstract Method,org.apache.maven.plugins.dependency.AbstractDependencyMojo.doExecute,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,0,2,2,0,4,0,0,0,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,2,0,0,0,0,20,23,81
BAD_PRACTICE,SE_COMPARATOR_SHOULD_BE_SERIALIZABLE,3,20,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/fromDependencies/BuildClasspathMojo.java,61,497,,,NO_METHOD,NO_FIELD,unfixed,276,FP,,FP,Public Class,org.apache.maven.plugins.dependency.fromDependencies.BuildClasspathMojo,2,2,2,1,17,1,11,4,2,1,1,0,-1,0,0,-1,-1,-1,17,14,17,53,0,2,5,10,-1,435,51,238,72,96,146,-1,-1,-1,78,118,50,68,-1,-1,-1,-1,-1,13,13,16,4,-1,4,2,-1,89,86,0.61,40,40,43,20,25,25,81
DODGY_CODE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,18,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/fromDependencies/CopyDependenciesMojo.java,97,97,,,NO_METHOD,useJvmChmod,unfixed,276,FP,,FP,Public Class,org.apache.maven.plugins.dependency.fromDependencies.CopyDependenciesMojo,2,2,2,1,21,1,13,6,1,3,3,0,-1,0,0,-1,-1,-1,11,7,11,61,0,2,5,4,-1,302,30,168,54,71,105,-1,-1,-1,49,79,37,42,-1,-1,-1,-1,-1,6,6,7,1,-1,5,3,-1,89,84,0.63,24,24,31,11,23,23,23
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/fromDependencies/UnpackDependenciesMojo.java,191,191,,,setFileMappers([Lorg/codehaus/plexus/components/io/filemappers/FileMapper;)V,fileMappers,unfixed,276,FP,,FP,Public Method,org.apache.maven.plugins.dependency.fromConfiguration.ArtifactItem.setFileMappers,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,0,4,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1.5,1,1,1,1,20,21,42
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/fromDependencies/UnpackDependenciesMojo.java,180,180,,,getFileMappers()[Lorg/codehaus/plexus/components/io/filemappers/FileMapper;,fileMappers,unfixed,276,FP,,FP,Public Method,org.apache.maven.plugins.dependency.fromConfiguration.ArtifactItem.getFileMappers,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,10,0,4,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,1.5,1,1,1,1,20,21,42
DODGY_CODE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,18,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/resolvers/AbstractResolveMojo.java,75,75,,,NO_METHOD,useJvmChmod,unfixed,276,FP,,FP,Public Abstract Class,org.apache.maven.plugins.dependency.resolvers.AbstractResolveMojo,2,2,2,1,28,7,16,5,1,2,2,3,-1,0,0,-1,-1,-1,2,5,2,38,0,0,2,0,-1,111,21,46,20,21,44,-1,-1,-1,18,24,13,11,-1,-1,-1,-1,-1,2,2,2,1,-1,4,1,-1,90,90,0.96,4,4,4,2,20,23,23
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,18,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/resolvers/ResolveDependenciesMojo.java,359,363,,,NO_METHOD,NO_FIELD,unfixed,276,FP,,FP,Public Class,org.apache.maven.plugins.dependency.resolvers.ResolveDependenciesMojo,5,5,6,1,42,3,35,3,1,5,5,3,-1,0,0,-1,-1,-1,6,4,6,44,0,2,2,2,-1,311,34,229,48,115,48,-1,-1,-1,79,114,42,72,-1,-1,-1,-1,-1,12,12,13,1,-1,5,6,-1,75,75,0.21,33,33,38,6,10,21,42
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/resolvers/ResolveDependenciesMojo.java,153,153,,,getOutput(ZZZ)Ljava/lang/String;,results,unfixed,276,FP,,FP,Protected Method,org.apache.maven.plugins.dependency.analyze.AnalyzeReportMojo.getOutputDirectory,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,1,5,1,2,0,4,1,0,2,3,1,2,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,1,1,1,1,20,21,42
DODGY_CODE,UC_USELESS_OBJECT,2,17,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/tree/TreeMojo.java,390,390,,,buildTree(Lorg/apache/maven/shared/dependency/graph/DependencyNode;Lorg/eclipse/aether/graph/DependencyNode;)Lorg/apache/maven/shared/dependency/graph/DependencyNode;,NO_FIELD,unfixed,276,FP,,FP,Private Method,org.apache.maven.plugins.dependency.tree.TreeMojo.buildTree,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,24,5,19,4,12,0,12,4,1,6,11,5,6,3,3,3,1,0,-1,-1,-1,-1,0,-1,1,0,-1,-1,0,3,3,3,1,10,11,14
DODGY_CODE,RV_RETURN_VALUE_IGNORED_INFERRED,2,17,maven-dependency-plugin,d3141e44772eecfcf781a95480eda989173ad222,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/tree/VerboseDependencyGraphBuilder.java,174,174,,,applyDependencyManagementDfs(Ljava/util/Map;Lorg/eclipse/aether/graph/DependencyNode;)V,NO_FIELD,unfixed,199,FP,,FP,Private Method,org.apache.maven.plugins.dependency.tree.VerboseDependencyGraphBuilder.applyDependencyManagementDfs,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,37,2,33,8,19,2,17,18,1,13,21,8,13,6,6,6,1,0,-1,-1,-1,-1,0,-1,2,0,-1,-1,0.06,6,6,6,1,11,13,13
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/utils/DependencyUtil.java,248,248,,,write(Ljava/lang/String;Ljava/io/File;ZLjava/lang/String;)V,NO_FIELD,unfixed,276,FP,,FP,Private Method,org.apache.maven.plugins.dependency.analyze.AbstractAnalyzeMojo.writeDependencyXML,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,43,5,37,3,26,1,16,6,1,22,28,4,24,5,5,5,1,0,-1,-1,-1,-1,0,-1,3,0,-1,-1,0.03,5,5,5,1,20,20,29
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,3,19,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/utils/markers/DefaultFileMarkerHandler.java,122,122,,,setMarker()V,NO_FIELD,unfixed,276,FP,,FP,Public Constructor,org.apache.maven.plugins.dependency.utils.markers.DefaultFileMarkerHandler.DefaultFileMarkerHandler,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,7,0,4,1,1,3,2,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,0.75,1,1,1,1,21,48,48
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,3,19,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/utils/markers/DefaultFileMarkerHandler.java,114,114,,,setMarker()V,NO_FIELD,unfixed,276,FP,,FP,Public Constructor,org.apache.maven.plugins.dependency.utils.markers.DefaultFileMarkerHandler.DefaultFileMarkerHandler,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,7,0,4,1,1,3,2,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,0.75,1,1,1,1,23,48,48
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,3,19,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/utils/markers/SourcesFileMarkerHandler.java,144,144,,,setMarker()V,NO_FIELD,unfixed,276,FP,,FP,Public Constructor,org.apache.maven.plugins.dependency.utils.markers.SourcesFileMarkerHandler.SourcesFileMarkerHandler,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,0,4,1,1,3,2,1,0,1,2,1,1,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,0.75,1,1,1,1,23,48,48
